name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
boston,2021-03-14,47.8,26,38,40.8,10.9,29.1,12.5,35.6,0,,4.35,,0,1.83,40.1,28.6,287.6,1012.7,63.9,9.6,246.2,11.5,7,,2021-03-14T06:57:22,2021-03-14T18:49:57,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KMQE,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-03-15,29,17,23,16.9,0.2,8.5,-6.1,28.03,0,,0,,0.38,1.18,37.9,24.7,321,1022.9,29.4,9.9,315.6,14.8,7,,2021-03-15T06:55:38,2021-03-15T18:51:06,0.02,Partially cloudy,Partly cloudy throughout the day.,snow,"KOWD,AV085,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-03-16,36.1,19.7,27.8,28.9,6.8,19,2.2,32.97,0,,0,,0,1.18,23.5,13.8,229.5,1025.3,67.8,9.9,283.8,13.3,7,,2021-03-16T06:53:55,2021-03-16T18:52:16,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-03-17,51.1,31.8,40.7,51.1,24,35.1,22,48,0,,0,,0,1.18,27.7,14.9,206.3,1021,47.1,9.9,317.2,14.8,6,,2021-03-17T06:52:11,2021-03-17T18:53:25,0.07,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-03-18,48.7,37.3,43.3,46.9,30.7,38.1,35.6,74.17,0.58,,33.33,,0,0.66,25.3,19.3,189.3,1015.3,94.8,7.2,82.8,3.6,2,,2021-03-18T06:50:27,2021-03-18T18:54:34,0.11,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KOWD,AV085,72509854704,KMQE,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-03-19,43,31.8,37.7,36.8,19.9,28.5,10.2,35.11,0.02,,12.5,,0,0.13,33.6,24.9,213.5,1020.3,46.5,9.7,357.7,16.7,7,,2021-03-19T06:48:43,2021-03-19T18:55:43,0.15,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-03-20,60.1,31.6,45.4,60.1,25.2,42.5,11.8,25.93,0,,0,,0,0,21.9,12.7,280.8,1031.1,1.1,9.9,364.4,17.1,8,,2021-03-20T06:46:59,2021-03-20T18:56:52,0.2,Clear,Clear conditions throughout the day.,clear-day,"KOWD,AV085,72509854704,KMQE,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-03-21,57.9,36.8,47.1,57.9,36.8,45.8,24.3,41.84,0,,0,,0,0,,12.6,208,1033.3,15.9,9.9,365.8,17.1,7,,2021-03-21T06:45:15,2021-03-21T18:58:01,0.24,Clear,Clear conditions throughout the day.,clear-day,"KOWD,AV085,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-03-22,56.1,35,46.5,56.1,30.9,43.9,31.6,57.26,0,,0,,0,0,,16.9,150.7,1029.7,13,9.9,366.5,17.2,7,,2021-03-22T06:43:30,2021-03-22T18:59:09,0.29,Clear,Clear conditions throughout the day.,clear-day,"KOWD,AV085,72509854704,KMQE,0518W,KBOS,72509014739,72505914702,74490714753,72508854733"
boston,2021-03-23,55.6,37.9,48.5,55.6,34.3,47.4,39.3,70.9,0,,0,,0,0,,14.8,143.8,1026.3,34.4,9.9,361.5,16.9,7,,2021-03-23T06:41:46,2021-03-23T19:00:18,0.34,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KMQE,0518W,KBOS,72509014739,72505914702,74490714753"
boston,2021-03-24,53.2,39.7,47.9,53.2,35.6,46.4,41.3,78.22,0,,0,,0,0,18.3,13.6,112.7,1023.8,79.4,9.9,201.1,8.7,5,,2021-03-24T06:40:02,2021-03-24T19:01:26,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-03-25,61.3,46.3,51.4,61.3,42.8,50.3,47,85.09,0.14,,33.33,,0,0,,7.9,87.9,1017.8,96.2,5.5,156.7,7.3,4,,2021-03-25T06:38:17,2021-03-25T19:02:34,0.43,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KOWD,AV085,72509854704,KMQE,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-03-26,69,54,60.6,69,54,60.6,52.7,76.82,0.01,,8.33,,0,0,43.9,23.9,216.3,1005.8,76.7,9.7,143.4,6.7,3,,2021-03-26T06:36:33,2021-03-26T19:03:42,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KOWD,AV085,72509854704,KMQE,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-03-27,56.9,43.1,50.1,56.9,37,47.3,34.8,56.52,0,,0,,0,0,39.1,28.6,205,1017.4,38,9.9,352.3,16.5,8,,2021-03-27T06:34:49,2021-03-27T19:04:50,0.49,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,AV085,72509854704,KMQE,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-03-28,58.8,43,47.7,58.8,36.5,43,42.7,82.98,0.37,,41.67,,0,0,33.3,19.7,140.7,1011.9,99.9,7.8,42.2,2,1,,2021-03-28T06:33:05,2021-03-28T19:05:58,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-03-29,53.1,44,49,53.1,34.6,45.2,24.5,41.69,0.11,,12.5,,0,0,46,34,281.2,1007.4,49.3,9.7,389.6,18.2,9,,2021-03-29T06:31:21,2021-03-29T19:07:06,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KOWD,AV085,72509854704,KBED,0518W,KBOS,72509014739,KBVY,72505914702"
boston,2021-03-30,59,36.8,47,59,30.7,44,25.4,43.98,0,,0,,0,0,28.9,20.6,209.5,1027.9,12.6,9.9,412,19.3,7,,2021-03-30T06:29:38,2021-03-30T19:08:14,0.53,Clear,Clear conditions throughout the day.,clear-day,"KOWD,AV085,72509854704,KBED,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-03-31,67.9,44.9,57.1,67.9,40.1,55.5,45.9,67.45,0.01,,4.17,,0,0,33.1,24.1,193.4,1019.6,85.5,9.7,265.2,12.4,7,,2021-03-31T06:27:54,2021-03-31T19:09:22,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KOWD,AV085,72509854704,KMQE,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-04-01,56.9,35.9,47.1,56.9,24.7,41.8,39.5,76.28,1.01,,45.83,,0,0,33.6,22.7,241.6,1006.6,95.3,5.7,96.7,4.5,3,,2021-04-01T06:26:11,2021-04-01T19:10:29,0.6,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KOWD,72509854704,KBED,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-04-02,39.7,28.9,34.2,34.1,17.3,25.1,13.9,43.09,0,,0,,0,0,34.2,22.4,307.2,1018.3,48.8,9.9,377.5,17.7,8,,2021-04-02T06:24:28,2021-04-02T19:11:37,0.65,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,AV085,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-04-03,48.8,30.5,39.1,45,24,33.9,14.4,37.97,0,,0,,0,0,27.6,19.3,261.7,1023.4,27.6,9.9,382.2,17.9,8,,2021-04-03T06:22:46,2021-04-03T19:12:45,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-04-04,61,35.6,49.1,61,32.5,47.3,14.9,26.46,0,,0,,0,0,31.9,20.5,312.4,1016.6,11.8,9.9,392.7,18.4,8,,2021-04-04T06:21:03,2021-04-04T19:13:52,0.76,Clear,Clear conditions throughout the day.,clear-day,"KOWD,AV085,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-04-05,57,47,52,57,40.7,49.3,21,29.71,0,,0,,0,0,34.3,21.6,324.7,1009.3,84.9,9.9,179.6,8.4,4,,2021-04-05T06:19:21,2021-04-05T19:15:00,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-04-06,61,46.7,51.4,61,41,49.6,31.6,47.43,0,,0,,0,0,25.3,14.8,216.4,1011.8,84.7,9.9,353.7,16.6,8,,2021-04-06T06:17:40,2021-04-06T19:16:08,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-04-07,57.8,45.8,51.5,57.8,44.6,51,39.4,63.66,0,,0,,0,0,18.3,13.6,182.1,1016,50.8,9.9,228.4,10.7,5,,2021-04-07T06:15:59,2021-04-07T19:17:15,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-04-08,56,46.1,52.3,56,43.1,51.7,42.3,68.95,0,,0,,0,0,21.9,17,145.3,1019.7,49.1,9.9,378.2,19.1,7,,2021-04-08T06:14:18,2021-04-08T19:18:23,0.94,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KOWD,AV085,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-04-09,59.2,43.9,51.7,59.2,41.4,51,42.2,70.47,0,,0,,0,0,19.7,19.2,166.6,1020.9,34.6,9.9,369.6,18.6,7,,2021-04-09T06:12:38,2021-04-09T19:19:31,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-04-10,74.9,47.8,60.5,74.9,44.1,59.4,47,62.5,0,,0,,0,0,25.3,16,196.7,1013.1,59.8,9.9,339.3,15.9,7,,2021-04-10T06:10:59,2021-04-10T19:20:38,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-04-11,60,44.9,48.9,60,38.2,44,43,80.05,0,,0,,0,0,30.1,19.3,72.8,1008,82.3,9.5,77.3,3.6,2,,2021-04-11T06:09:20,2021-04-11T19:21:46,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-04-12,51.1,43,46.6,51.1,39.2,41.5,39.9,77.62,0,,25,,0,0,32.2,22.9,56,1010.9,94.7,8.7,146.5,7.9,3,,2021-04-12T06:07:41,2021-04-12T19:22:53,0,Overcast,Cloudy skies throughout the day.,cloudy,"KOWD,AV085,72509854704,KMQE,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-04-13,56.9,42.8,50.3,56.9,38,48.5,37.6,61.98,0,,0,,0,0,29.5,18.2,174.7,1016.4,76.6,9.9,273.4,13.8,7,,2021-04-13T06:06:03,2021-04-13T19:24:01,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-04-14,51.4,46.1,48.7,51.4,42.6,46.4,38.6,68.14,0,,0,,0,0,19.2,15.9,112,1017.2,61.5,9.9,349.4,18.9,7,,2021-04-14T06:04:26,2021-04-14T19:25:09,0.03,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KOWD,AV085,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-04-15,50.1,43,47.5,50.1,35.5,43.6,38.2,70.51,0.15,,20.83,,0,0,24.2,19.3,110,1010.8,95.3,9.5,137,6.9,3,,2021-04-15T06:02:50,2021-04-15T19:26:16,0.05,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KOWD,AV085,72509854704,KMQE,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-04-16,44.9,35,41,37.9,25.5,32.1,37.7,88.17,1.67,,100,,1,1,42,29.8,182.7,999.7,99.7,3.9,41.2,1.9,1,,2021-04-16T06:01:14,2021-04-16T19:27:24,0.08,"Snow, Overcast",Cloudy skies throughout the day with a chance of snow throughout the day.,snow,"KOWD,72509854704,KBED,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-04-17,49.9,38.8,43.5,46.8,29.4,37.5,34.5,71.64,0.09,,41.67,,0.6,1.6,27.7,18.1,333.3,1005.7,99.5,8.5,169.4,9.1,5,,2021-04-17T05:59:39,2021-04-17T19:28:32,0.12,"Snow, Overcast",Cloudy skies throughout the day with a chance of snow throughout the day.,snow,"KOWD,AV085,72509854704,KMQE,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-04-18,61,44,51.7,61,39,49.9,35.4,55.23,0,,0,,0,0.53,25,15.9,274.1,1008.2,86.3,9.9,289,15.6,7,,2021-04-18T05:58:05,2021-04-18T19:29:39,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-04-19,61.2,47.8,55.3,61.2,45.4,54.9,40.8,58.75,0.01,,8.33,,0,0,23,17.9,220.3,1009.8,60.9,9.9,304.7,16.5,7,,2021-04-19T05:56:31,2021-04-19T19:30:47,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KOWD,AV085,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-04-20,74.9,51,62.9,74.9,51,63,39.2,44.38,0,,0,,0,0,34.3,21.7,237.5,1010.6,49.6,9.9,336.2,18.2,8,,2021-04-20T05:54:59,2021-04-20T19:31:54,0.26,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,AV085,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-04-21,70,42,56.7,70,34.2,55.4,44.3,64.52,0.25,,25,,0,0,36.7,25,209.8,1005.4,59.3,9.1,262.9,13.3,7,,2021-04-21T05:53:27,2021-04-21T19:33:02,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KOWD,72509854704,KMQE,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-04-22,46,34.9,40.5,37.8,23.4,31.1,18.4,41.83,0,,0,,0,0,37.2,26.2,277.6,1003.7,54.4,9.9,298.3,16.1,7,,2021-04-22T05:51:56,2021-04-22T19:34:09,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-04-23,60.1,38.8,49.7,60.1,29.4,45.9,21.9,34.64,0,,0,,0,0,38.7,26.1,266.3,1009,25.4,9.9,337.9,18.2,9,,2021-04-23T05:50:26,2021-04-23T19:35:17,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-04-24,73.1,51,61.9,73.1,51,61.9,28.6,29.54,0,,0,,0,0,30.5,16,253.6,1011.5,37.8,9.9,390.2,21.1,9,,2021-04-24T05:48:57,2021-04-24T19:36:24,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-04-25,60,50,53.5,60,46.3,53.3,40.2,62.08,0.12,,25,,0,0,20.8,13.7,174.7,1007.5,92.3,9.6,140.5,7.6,4,,2021-04-25T05:47:30,2021-04-25T19:37:32,0.48,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"F2140,KOWD,AV085,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-04-26,56.9,46.9,51.2,56.9,39.6,48.8,27.2,41.5,0,,0,,0,0,38.9,24.9,299.7,1010.2,30.2,9.9,424,22.9,8,,2021-04-26T05:46:03,2021-04-26T19:38:39,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-04-27,69.1,44.9,55.3,69.1,39,53.1,24,30.19,0,,0,,0,0,24.1,17.2,263.4,1014.8,80,9.9,261.9,14.1,6,,2021-04-27T05:44:37,2021-04-27T19:39:46,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-04-28,60,49.9,53.4,60,48.3,53.4,43.3,70.11,0.22,,29.17,,0,0,18.3,12.6,106.1,1012.4,96.3,9.7,289.4,14.6,7,,2021-04-28T05:43:12,2021-04-28T19:40:53,0.52,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-04-29,50.1,47.9,49,50.1,43.4,47,45.6,87.98,0.81,,50,,0,0,,10.1,51.6,1006.5,96.8,4.1,125.1,7.2,2,,2021-04-29T05:41:49,2021-04-29T19:42:00,0.54,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KOWD,AV085,72509854704,KMQE,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-04-30,64.9,47.9,55.8,64.9,44,54.6,42.7,64.22,0.07,,25,,0,0,46.8,28.8,247.7,992.3,87.9,8.5,242.4,13.1,7,,2021-04-30T05:40:26,2021-04-30T19:43:07,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KOWD,AV085,72509854704,KMQE,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-05-01,64.9,44,53.8,64.9,37.3,51.1,33,50.15,0.14,,16.67,,0,0,31,24.8,292,1005.1,66.7,9.4,428.7,23.1,8,,2021-05-01T05:39:05,2021-05-01T19:44:14,0.63,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-05-02,75.8,49.9,63.6,75.8,47.6,63.5,38.6,41.09,0.01,,4.17,,0,0,32.1,21.7,242.9,1005.8,92.5,9.9,254.5,13.7,6,,2021-05-02T05:37:45,2021-05-02T19:45:20,0.68,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-05-03,63.2,51.2,58.3,63.2,51.2,58.3,42.8,57.21,0.01,,4.17,,0,0,17.2,14.8,165,1011.8,94.6,9.9,309.9,16.7,8,,2021-05-03T05:36:26,2021-05-03T19:46:27,0.74,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-05-04,54,47.9,50.2,54,41.9,47.2,44.1,80.1,0.66,,62.5,,0,0,28.9,19.3,68.8,1009.7,100,7.3,94.9,4.8,2,,2021-05-04T05:35:09,2021-05-04T19:47:33,0.79,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-05-05,49.9,47.8,48.8,49.2,43.9,45.5,45,86.75,0.54,,79.17,,0,0,,10.2,112,1007.5,100,5.4,58.7,3.2,1,,2021-05-05T05:33:53,2021-05-05T19:48:39,0.84,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KOWD,72509854704,KMQE,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-05-06,66.7,49.9,58.1,66.7,47.2,57.9,37.1,50.66,0.01,,8.33,,0,0,31,17.2,297.3,1009.5,66.9,9.7,452.6,24.4,9,,2021-05-06T05:32:38,2021-05-06T19:49:44,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KOWD,72509854704,KBED,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-05-07,55.4,47.7,52.3,55.4,44.5,51.5,36.3,54.89,0,,0,,0,0,23,18,144.3,1014.8,70.2,9.9,354.5,19.1,8,,2021-05-07T05:31:25,2021-05-07T19:50:49,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-05-08,54,45.9,50.8,54,41.4,49.5,37,59.57,0,,0,,0,0,25.3,19.3,151.8,1011.1,96.7,9.9,212.2,11.5,4,,2021-05-08T05:30:13,2021-05-08T19:51:54,0.96,Overcast,Cloudy skies throughout the day.,cloudy,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-05-09,69.1,49.6,59.2,69.1,44.9,58.8,36.3,45.3,0,,0,,0,0,30.2,21.6,263.5,1012.7,71.6,9.9,358.3,19.4,8,,2021-05-09T05:29:03,2021-05-09T19:52:59,0.98,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-05-10,61,49.8,54.9,61,45.8,54.4,44.7,69.42,0.34,,25,,0,0,,11.3,146.1,1010.9,94.9,9.5,169.2,9.1,4,,2021-05-10T05:27:54,2021-05-10T19:54:03,1,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KOWD,72509854704,KMQE,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-05-11,64.9,52.9,58.7,64.9,52.9,58.7,30.7,37.72,0,,0,,0,0,34.8,21.8,273.6,1013.3,54.9,9.9,441.4,23.8,8,,2021-05-11T05:26:47,2021-05-11T19:55:07,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-05-12,66.7,47.7,57.1,66.7,43.1,56,33.2,41.28,0,,4.17,,0,0,37.7,26.9,254.3,1017.3,46.7,9.9,369.7,20,8,,2021-05-12T05:25:41,2021-05-12T19:56:10,0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-05-13,69.8,51.6,60.5,69.8,51.6,60.5,35.8,40.84,0,,0,,0,0,17.3,10.1,238.5,1020.6,43.3,9.9,300.6,16.2,6,,2021-05-13T05:24:37,2021-05-13T19:57:13,0.01,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-05-14,75.7,56.3,65.7,75.7,56.3,65.7,37.1,35.54,0,,0,,0,0,19.7,12.4,239.3,1020.6,33.7,9.9,393.9,21.3,9,,2021-05-14T05:23:34,2021-05-14T19:58:16,0.03,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-05-15,74,61.6,67.3,74,61.6,67.3,40.5,37.74,0,,4.17,,0,0,24.2,16.7,194.8,1021.8,67.7,9.9,343.9,18.6,7,,2021-05-15T05:22:33,2021-05-15T19:59:18,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-05-16,78,59.7,67.2,78,59.7,67.2,40.1,38.13,0.01,,8.33,,0,0,27.6,16.2,244.7,1022.6,78.1,9.9,281.6,15.2,8,,2021-05-16T05:21:34,2021-05-16T20:00:19,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-05-17,74,55.7,63.8,74,55.7,63.9,46.7,54.3,0,,4.17,,0,0,,15.6,190.4,1024.1,41.4,9.9,406.2,21.9,8,,2021-05-17T05:20:37,2021-05-17T20:01:19,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-05-18,82.9,59.7,72.6,80.7,59.7,72,43.6,37.85,0,,0,,0,0,27.7,16,277.3,1022.5,61.9,9.9,402.9,21.8,8,,2021-05-18T05:19:41,2021-05-18T20:02:19,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-05-19,72.7,63.9,68.1,72.7,63.9,68.1,43.8,41.68,0,,0,,0,0,21.9,15.7,164.3,1025,52,9.9,416.8,22.5,8,,2021-05-19T05:18:47,2021-05-19T20:03:19,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-05-20,68.2,55.8,62.2,68.2,55.8,62.3,48.3,60.98,0,,0,,0,0,17.2,16.9,132.6,1031.9,47.6,9.9,427.9,23.1,8,,2021-05-20T05:17:55,2021-05-20T20:04:17,0.28,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-05-21,80.9,55.8,67.6,80.3,55.8,67.6,49.5,54.38,0,,0,,0,0,21.9,13.8,208.1,1030.6,73.8,9.9,334.4,18.1,7,,2021-05-21T05:17:04,2021-05-21T20:05:15,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-05-22,88,61.9,73.5,86.7,61.9,73.4,55.6,54.79,0,,4.17,,0,0,21.9,13.6,201.9,1019.6,90.2,9.9,300.3,16.2,7,,2021-05-22T05:16:16,2021-05-22T20:06:12,0.39,Overcast,Cloudy skies throughout the day.,cloudy,"KOWD,72509854704,KMQE,KBED,0518W,KBOS,72509014739,72505914702"
boston,2021-05-23,89,64.9,77.7,88.7,64.9,77.8,58,51.45,0,,0,,0,0,32.2,20.6,265.9,1011.2,72.6,9.9,340.7,18.4,8,,2021-05-23T05:15:29,2021-05-23T20:07:08,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-05-24,66.7,55.8,61.2,66.7,55.8,61.2,42.3,50.63,0,,0,,0,0,28.2,21.2,101.1,1024.2,51.3,9.9,392.6,22.6,9,,2021-05-24T05:14:44,2021-05-24T20:08:03,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-05-25,78.9,52.9,65.4,78.9,52.9,65.4,46,50.64,0,,0,,0,0,27.5,21.6,213.1,1021.6,68.2,9.9,427.5,23.1,8,,2021-05-25T05:14:01,2021-05-25T20:08:57,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KMQE,0518W,KBOS,72509014739,72505914702"
boston,2021-05-26,91.8,62.8,75.8,93,62.8,76.4,60,59.94,0.21,,12.5,,0,0,29.2,21.7,218.6,1013.4,62.7,9.7,417.7,22.6,8,,2021-05-26T05:13:21,2021-05-26T20:09:50,0.5,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,"KOWD,72509854704,KMQE,KBED,0518W,KBOS,72509014739,72505914702"
